Elexon ID,Name,Minor FLOP,Major FLOP,P(Gross),Q Gross,Q net,Embedded Storage,Embedded Solar,Embedded Wind,Embedded Hydro,Embedded Other,Dx Storage Demand,Micro storage Demand,DSR
BROA_P,Broadford,T1,T,9,0.6,0.1,0,4,15,3,0,0,0.149,N/A for summer
BROR_P,Brora,T5,T,6,0.1,-0.1,0,2,0,0,0,0,0.116,N/A for summer
BROX,Broxburn,S6,S,53,7.2,4.0,0,7,0,0,3,0,0.306,N/A for summer
BUMU_P,Burghmuir,T4,T,24,6.5,4.5,1,13,0,1,0,0,0.44,N/A for summer
BURM_1,Burwell Main,J7,J,343,15.8,-2.6,63,977,44,0,18,19.272,5.846,N/A for summer
BUSH_1,Bushbury,L2,L,92,6.5,-15.3,3,91,7,0,38,0,2.559,N/A for summer
BUST_1,Bustleholme,L3,L,170,43.0,-110.9,2,64,0,0,17,0,1.867,N/A for summer
CAIF_P,Cairnford,T2,T,0,0.0,0.0,0,0,0,0,0,0,0,N/A for summer
CAMB_01,Camblesforth,P4,P,28,-3.1,-8.2,35,23,124,0,19,12.286,0,N/A for summer
CBNK_H,Canal Bank,A7,A,29,0.2,-5.3,0,4,0,0,1,0,0,N/A for summer
CANTN1,Canterbury,C7,C,234,-1.1,-13.9,4,256,151,0,69,0,2.799,N/A for summer
CAPEA1,Capenhurst,N3,N,177,15.1,-20.3,21,49,0,0,23,6.677,1.753,N/A for summer
CARE_1,Cardiff East,H2,H,121,-17.5,-28.9,52,64,4,0,65,17.516,1.83,N/A for summer
CATY,Carntyne,S6,S,17,16.3,14.3,0,2,0,0,2,0,0.031,N/A for summer
CAAD_P,Carradale,T3,T,27,3.9,1.9,0,5,11,1,2,0,0.182,N/A for summer
CARR_1,Carrington,N2,N,207,37.3,-55.4,2,35,0,1,144,0,1.265,N/A for summer
CAFA,Carsfad,S6,S,0,0.0,0.0,0,1,0,0,0,0,0,N/A for summer
CASS_P,Cassley,T5,T,3,1.1,0.9,0,2,0,5,0,0,0,N/A for summer
CEAN_P,Ceannacroc,T1,T,0,14.4,14.4,0,0,0,2,0,0,0,N/A for summer
CELL_1,Cellarhead,L5,L,403,-44.1,-61.6,15,261,4,0,59,1.727,7.731,N/A for summer
CHAP,Chapelcross,S6,S,4,0.0,-10.5,1,14,38,1,3,0,0.637,N/A for summer
CHAR_P,Charleston,T4,T,15,-0.2,-0.8,0,0,8,2,7,0,0,N/A for summer
CHAS,Charlotte Street,S6,S,55,0.0,-2.8,0,4,0,0,1,0,0.139,N/A for summer
CHSI_1,Chessington,A8,A,161,34.2,-9.3,2,46,0,0,9,0,1.437,N/A for summer
CHTE_1,Chesterfield,P3,P,362,-12.0,-36.3,90,439,41,0,240,27.836,8.459,N/A for summer
CHIC_1,Chickerell,E1,E,95,0.3,-2.7,3,253,1,0,6,0,1.91,N/A for summer
CITR_1,City Road,A7,A,533,206.2,25.4,0,7,0,0,14,0,0.123,N/A for summer
CLAC_P,Clachan,T3,T,11,5.7,5.7,0,6,0,15,0,0,0.029,N/A for summer
CLT03,Clacton,J5,J,72.3,78.0,26.3,0,42,0,0,14,0,0,N/A for summer
CLAY_P,Clayhills,T2,T,123,17.8,15.7,0,4,0,0,5,0,0.153,N/A for summer
CLYM,Clyde’s Mill,S6,S,60,-3.7,-12.3,0,1,0,0,13,0,0,N/A for summer
COAT,Coatbridge,S6,S,52,-1.1,-4.9,1,12,3,0,1,0,0.54,N/A for summer
COCK,Cockenzie,S6,S,45,-3.4,-7.4,1,13,1,0,4,0,0.645,N/A for summer
CONQA1,Connah's Quay,M5,M,256,0.0,0.0,105,234,210,0,43,49.95,3.659,N/A for summer
COUA_P,Coupar Angus,T4,T,19,-2.3,-3.3,1,15,10,2,2,0,0.596,N/A for summer
COVE_1,Coventry,L3,L,338,-12.7,-38.7,7,153,127,0,134,0,5.272,N/A for summer
COWL_1,Cowley,D6,D,424,-13.0,-90.4,59,695,0,1,54,17.524,6.603,N/A for summer
COYL,Coylton,S6,S,90,-20.3,-22.1,1,12,55,2,15,0,0.551,N/A for summer
CRAI_P,Craigiebuckler,T2,T,23,-5.4,-5.6,0,1,1,0,1,0,0.04,N/A for summer
CREB_1,Creyke Beck,P8,P,354,11.9,-22.9,110,215,215,0,223,35.068,7.622,N/A for summer
CUMB,Cumbernauld,S5,S,46,-1.3,-6.2,1,17,6,0,35,0,0.4,N/A for summer
CUPA,Cupar,S5,S,50,-0.3,-0.8,1,51,7,0,9,0,1.032,N/A for summer
CURR,Currie,S6,S,11,-0.3,-0.3,0,0,0,0,1,0,0.011,N/A for summer
DALL_P,Dallas,T1,T,0,0.0,0.0,0,0,0,0,0,0,0,N/A for summer
DALM3,Dalmarnock,S6,S,42,-2.4,-5.0,0,7,0,0,10,0,0.325,N/A for summer
DEVM,Devol Moor,S6,S,28,-6.2,-7.6,0,5,36,0,0,0,0.182,N/A for summer
DEVO,Devonside,S5,S,53,8.6,0.6,1,62,100,1,3,0,0.544,N/A for summer
DEWP,Dewar Place,S6,S,62,9.5,5.6,0,1,0,0,0,0,0.053,N/A for summer
DOUN_P,Dounreay,T5,T,4,-0.6,-1.1,0,10,16,0,0,0,0.181,N/A for summer
DRAK_1,Drakelow,L2,L,138,36.5,6.0,53,220,2,0,46,17.376,3.014,N/A for summer
DRAX_1,Drax,P4,P,71,-2.8,-6.2,1,38,51,0,91,0,0.746,N/A for summer
DRUM,Drumchapel,S5,S,47,14.6,2.4,0,4,0,0,1,0,0.198,N/A for summer
DRCR,Drumcross,S5,S,30,-9.2,-11.1,30,9,0,0,0,10.496,0,N/A for summer
DUDH_P,Dudhope,T4,T,23,2.3,0.0,1,10,0,0,0,0,0.413,N/A for summer
DUNB,Dunbar,S6,S,0,0.0,-7.1,0,1,0,0,0,0,0,N/A for summer
DUBE_P,Dunbeath,T5,T,0,1.9,0.2,0,0,0,0,0,0,0,N/A for summer
DUNF,Dunfermline,S5,S,27,1.9,0.5,0,15,1,0,18,0,0.272,N/A for summer
DUNO_P,Dunoon,S5,S,12,0.2,0.2,0,14,0,12,0,0,0.235,N/A for summer
DUGR_P,Dunvegan,T1,T,1,2.9,2.5,0,2,0,0,0,0,0.021,N/A for summer
DYCE_P,Dyce,T2,T,22,3.2,0.8,1,22,27,0,3,0,0.653,N/A for summer
EALI_6,Ealing,A7,A,138,7.4,-16.2,1,17,0,0,15,0,0.649,N/A for summer
EAST,Earlstoun,S6,S,0,6.2,6.2,0,1,0,2,0,0,0,N/A for summer
ECLA_1,East Claydon,D4,D,320,72.7,24.7,91,328,1,0,117,29.837,4.459,N/A for summer
ECLA_H,East Claydon,D4,D,0,0.0,0.0,0,0,0,0,9,0,0,N/A for summer
EKIL,East Kilbride,S6,S,45,-4.2,-9.3,1,15,0,1,0,0,0.715,N/A for summer
EKIS,East Kilbride South,S6,S,72,12.4,3.2,0,1,107,0,11,0,0,N/A for summer
EERH,Easterhouse,S6,S,54,-1.6,-7.7,1,12,0,0,3,0,0.588,N/A for summer
EASO_1,Eaton Socon,J4,J,396,13.3,0.7,107,567,78,0,11,35.099,5.005,N/A for summer
ECCL,Eccles,S6,S,39,6.3,4.3,1,22,42,0,1,0,1.048,N/A for summer
ELDE,Elderslie,S6,S,21,3.9,1.3,0,7,0,0,1,0,0.332,N/A for summer
ELGI_P,Elgin,T1,T,25,3.7,0.5,1,22,5,0,3,0,0.896,N/A for summer
ELLA_1,Elland,P1,P,216,59.7,-14.0,30,82,58,0,62,8.776,3.835,N/A for summer
ELST_1,Elstree,A6,A,198,41.2,7.0,53,53,0,0,16,17.516,2.046,N/A for summer
ENDE_1,Enderby,L8,L,325,77.5,-11.7,60,261,3,0,28,18.06,6.228,N/A for summer
ERSK,Erskine,S6,S,23,-3.5,-4.3,30,2,0,0,1,10.496,0.126,N/A for summer
EXET1,Exeter,F6,F,224,-7.5,-22.4,11,447,1,0,31,0,8.476,N/A for summer
FASN_P,Fasnakyle,T1,T,12,-0.4,-0.4,0,1,3,1,0,0,0,N/A for summer
FAWL_1,Fawley,B2,B,187,51.6,-2.1,4,284,0,7,10,0,2.975,N/A for summer
FECK_6,Feckenham,L3,L,275,61.7,15.4,13,497,1,0,145,1.229,7.499,N/A for summer
FERRA2,Ferrybridge A,P5,P,67,10.8,2.5,1,59,1,0,28,0,1.069,N/A for summer
FERRB1,Ferrybridge B,P5,P,0,4.1,0.0,8,156,8,1,12,0,5.716,N/A for summer
FERRB_M,Ferrybridge B,P6,P,93,-7.1,-7.1,0,0,14,0,179,0,0,N/A for summer
FETT_P,Fetteresso,T2,T,0,0.0,0.0,0,0,0,0,1,0,0,N/A for summer
FIDD_P,Fiddes,T2,T,38,5.6,5.6,1,27,46,0,1,0,0.509,N/A for summer
FIDF_1,Fiddlers Ferry,N1,N,255,1.6,-16.4,5,83,1,0,111,0,3.644,N/A for summer
FINN,Finnieston,S5,S,41,-3.8,-6.8,0,0,0,0,0,0,0,N/A for summer
FLEE_1,Fleet,B3,B,631,256.9,169.5,12,313,28,22,84,0,8.843,N/A for summer
FAUG_P,Fort Augustus,T1,T,14,4.3,3.7,0,5,0,20,0,0,0.059,N/A for summer
FWIL_P,Fort William,T1,T,71,20.1,18.5,0,18,0,31,1,0,0.157,N/A for summer
FOUR_1,Fourstones,Q8,Q,20,-6.2,-6.3,20,36,128,0,1,7.021,0.057,N/A for summer
FRAS_P,Fraserburgh,T2,T,11,4.9,2.8,1,5,2,0,0,0.351,0,N/A for summer
FROD_1,Frodsham,N3,N,227,12.1,-0.9,525,162,82,0,248,257.021,3.869,N/A for summer
GALA,Galashiels,S6,S,63,5.7,1.3,1,15,25,0,4,0,0.73,N/A for summer
GIFF,Giffnock,S6,S,41,-8.8,-15.3,0,5,6,0,2,0,0.192,N/A for summer
GLEF_P,Glenfarclas,T1,T,0,0.0,0.0,0,0,0,0,0,0,0,N/A for summer
GLLE,Glenlee,S6,S,0,0.0,0.0,0,1,0,55,0,0,0,N/A for summer
GLLU,Glenluce,S6,S,58,4.4,0.7,1,9,114,0,3,0,0.423,N/A for summer
GLNI,Glenniston,S5,S,10,-178.9,-180.2,0,14,49,0,0,0,0.233,N/A for summer
GLRO,Glenrothes,S5,S,32,3.4,-1.2,30,15,0,1,1,10.496,0.313,N/A for summer
GORG,Gorgie,S6,S,29,4.3,3.4,0,1,0,0,1,0,0.061,N/A for summer
GOVA,Govan,S6,S,35,5.0,3.0,0,5,0,0,1,0,0.238,N/A for summer
GREE_H,Greenford,A7,A,24,1.4,-4.0,0,4,0,0,1,0,0,N/A for summer
GREN_1,Grendon,J6,J,544,-34.4,-43.5,65,837,151,0,196,17.867,10.791,N/A for summer
GRIW_1,Grimsby West,P7,P,302,3.0,-2.8,80,140,39,0,174,26.678,2.792,N/A for summer
GRUB_P,Grudie Bridge,T1,T,21,0.0,0.0,0,12,1,34,1,0,0.107,N/A for summer
HACK_1,Hackney 132kV,A1,A,111,18.1,-0.2,1,26,0,0,5,0,1.005,N/A for summer
HACK_6,Hackney 66kV,A1,A,89,21.6,1.3,0,6,0,0,5,0,0,N/A for summer
HAGR,Haggs Road,S6,S,31,-0.4,-2.8,0,3,0,0,1,0,0.131,N/A for summer
HAMHC1,Hams Hall,L3,L,261,105.1,66.3,102,126,0,0,36,34.401,3.288,N/A for summer
HARK_1,Harker,Q8,Q,301,-15.0,-15.1,6,218,297,16,139,0,4.461,N/A for summer
HARM_6,Hart Moor,Q4,Q,60,-5.5,-13.2,32,45,64,0,87,10.689,1.095,N/A for summer
HAWI,Hawick,S6,S,35,11.2,7.8,0,7,23,0,1,0,0.319,N/A for summer
HAWP_6,Hawthorn Pit,Q4,Q,63,-2.8,-9.2,3,71,29,0,6,0,2.578,N/A for summer
HELE,Helensburgh,S5,S,17,-3.0,-4.0,30,4,0,0,0,10.496,0.179,N/A for summer
HEYS_1,Heysham (NGET),R5,R,39,-14.8,-14.8,77,85,37,0,13,26.327,1.296,N/A for summer
HEYS1,Heysham (Barrow WF),R5,R,37,-17.6,-17.6,0,35,0,0,1,0,0,N/A for summer
HUER,Hunterston Farm,S6,S,2,16.0,14.3,0,1,0,0,0,0,0,N/A for summer
HURS_1,Hurst,A8,A,162,-70.0,-106.2,2,30,0,0,10,0,1.186,N/A for summer
HUTT_1,Hutton,R6,R,87,24.0,9.5,3,154,4,6,7,0,2.519,N/A for summer
IMPK_1,Imperial Park,H6,H,18,12.2,4.8,0,140,0,0,0,0,0,N/A for summer
INDQ1,Indian Queens,F6,F,363,32.3,19.2,45,830,132,1,108,10.004,12.681,N/A for summer
INKE,Inverkeithing,S5,S,39,-1.1,-3.2,1,17,2,0,0,0,0.42,N/A for summer
INNE_P,Inverness,T1,T,54,-8.5,-12.3,1,14,1,10,2,0,0.581,N/A for summer
IROA1,Iron Acton,G5,G,427,-18.5,-55.5,261,515,21,0,94,87.722,8.423,N/A for summer
IRONB1,Ironbridge,L5,L,104,-0.6,-4.6,3,179,1,0,96,0,2.292,N/A for summer
ISLI_1,Islington,A7,A,221,50.5,50.5,0,0,0,0,3,0,0,N/A for summer
IVER_1,Iver 132kV,A6,A,219,43.7,-20.7,9,46,0,0,17,2.106,2.047,N/A for summer
IVER_6,Iver 66kV,A6,A,104,10.2,-12.0,1,16,7,0,52,0,0.541,N/A for summer
JOHN,Johnstone,S6,S,40,1.4,0.3,0,7,2,0,5,0,0.295,N/A for summer
JORD_3,Jordanthorpe,P3,P,25,-3.8,-6.1,1,17,0,0,2,0,0.387,N/A for summer
KAIM,Kaimes,S6,S,97,1.1,-6.3,2,35,44,0,6,0,1.238,N/A for summer
KEAD_1,Keadby,P8,P,259,24.6,-14.0,59,299,189,0,228,17.551,7.136,N/A for summer
KEAR_1,Kearsley 132kV,N4,N,296,129.4,-0.8,41,115,1,0,93,11.935,5.412,N/A for summer
KEAR_3,Kearsley 33kV,N4,N,84,13.6,-1.5,0,22,0,0,28,0,0,N/A for summer
KEIT_P,Keith,T1,T,34,0.2,0.0,11,34,51,3,8,3.475,0.646,N/A for summer
KEMS_1,Kemsley,C3,C,216,40.3,13.9,2,222,34,0,23,0,1.336,N/A for summer
KEOO,Kendoon,S6,S,0,0.0,0.0,0,1,0,59,0,0,0,N/A for summer
KIER,Killermont,S5,S,54,10.8,3.2,0,15,0,0,7,0,0.316,N/A for summer
KIIN_P,Killin,T4,T,6,40.0,37.6,0,7,0,10,6,0,0.054,N/A for summer
KILS,Kilmarnock South,S6,S,35,7.8,5.3,0,8,22,0,3,0,0.359,N/A for summer
KILT,Kilmarnock Town,S6,S,58,5.2,0.7,1,9,14,0,10,0,0.384,N/A for summer
KILW,Kilwinning,S6,S,9,17.7,11.2,40,8,14,0,23,14.041,0.343,N/A for summer
KINO_1,Kingsnorth,C2,C,125,-46.7,-72.6,51,93,0,0,19,17.376,1.507,N/A for summer
KINL_P,Kinlochleven,T1,T,0,-0.3,-2.7,0,0,0,2,0,0,0.014,N/A for summer
KINT_P,Kintore,T2,T,5,30.0,29.3,2,50,9,0,1,0,1.415,N/A for summer
KIBY_1,Kirkby (_D),N1,N,142,-13.9,-35.5,5,38,1,0,8,1.053,1.792,N/A for summer
KIBY_G,Kirkby (_G),N1,N,44,-4.7,-9.9,2,33,0,0,3,0,1.665,N/A for summer
KIRKB1,Kirkstall B,P1,P,147,44.7,-11.8,2,36,4,0,21,0,1.521,N/A for summer
KITW_1,Kitwell,L2,L,185,123.2,-75.9,3,53,0,0,10,0,2.005,N/A for summer
KNAR,Knaresborough,P2,P,129,0.0,0.0,7,108,22,0,76,1.755,1.513,N/A for summer
LACK_6,Lackenby,Q2,Q,133,24.7,-20.5,8,80,71,0,37,2.106,1.899,N/A for summer
LAIR_P,Lairg,T5,T,14,-2.5,-4.9,0,7,8,6,0,0,0.075,N/A for summer
LALE1SG003,Laleham,A6,A,178,5.3,-50.2,1,23,0,0,27,0,0.689,N/A for summer
LAND1,Landulph,F6,F,237,-14.9,-24.8,32,412,9,6,171,9.021,4.829,N/A for summer
LEGA_1,Legacy,M4,M,257,21.4,10.5,7,250,186,2,48,0,5.426,N/A for summer
LEVE,Leven,S5,S,41,48.4,46.9,1,17,21,0,20,0,0.419,N/A for summer
LINM,Linnmill,S6,S,126,15.6,6.3,21,20,86,26,6,7.021,0.959,N/A for summer
LISD_1,Lister Drive,N1,N,235,-49.9,-86.0,44,65,25,0,59,14.041,3.054,N/A for summer
LITT_C,Littlebrook (_C),A8,A,87,11.3,-4.9,9,25,1,0,14,2.808,0.852,N/A for summer
LITT_J,Littlebrook (_J),A8,A,8,0.9,0.2,0,7,0,0,2,0,0.026,N/A for summer
LING,Livingston East,S6,S,139,4.9,-7.0,1,13,85,0,5,0,0.584,N/A for summer
LODR_6,Lodge Road,A7,A,188,91.4,-12.8,0,10,0,0,3,0,0.266,N/A for summer
LOUD_H,Loudwater,A6,A,27,4.7,-1.8,1,15,0,0,2,0,0.481,N/A for summer
LOVE_1,Lovedean,B2,B,397,-79.1,-143.5,11,536,23,0,79,0,8.257,N/A for summer
LUNA_P,Lunanhead,T4,T,20,1.6,0.0,11,46,6,2,7,3.475,0.627,N/A for summer
LYND_P,Lyndhurst,T4,T,12,-0.9,-1.4,0,3,2,0,1,0,0.175,N/A for summer
MACC_3,Macclesfield,N6,N,55,-2.1,-2.1,20,39,0,0,62,6.67,0.791,N/A for summer
MACD_P,Macduff,T1,T,1,28.9,28.5,1,29,59,0,1,0,0.634,N/A for summer
MANN_1,Mannington,E1,E,443,-35.8,-59.9,184,879,7,0,104,59.57,10.683,N/A for summer
MAGA_6,Margam,H1,H,287,131.7,130.9,19,27,153,0,2,6.67,0.179,N/A for summer
MAYB,Maybole,S6,S,80,4.1,0.1,0,6,2,1,20,0,0.228,N/A for summer
MELK_1,Melksham,G6,G,328,7.5,-13.6,215,1034,17,0,225,71.891,7.95,N/A for summer
MILH_1,Mill Hill,A6,A,138,-37.7,-68.5,1,17,0,1,7,0,0.607,N/A for summer
MILC_P,Milton of Craigie,T4,T,29,-0.9,-1.1,1,17,8,1,15,0,0.513,N/A for summer
MITY_1,Minety,G6,G,381,1.0,-15.4,232,773,16,6,28,79.752,3.411,N/A for summer
MYBS_P,Mybster,T5,T,19,0.1,-0.7,0,14,31,0,1,0,0,N/A for summer
NAIR_P,Nairn,T1,T,23,7.0,3.7,1,10,3,0,2,0,0.486,N/A for summer
NECE_1,Nechells,L3,L,237,76.1,-11.9,5,95,0,0,92,0,3.468,N/A for summer
NEEP_3,Neepsend,P3,P,49,4.2,0.3,1,23,0,0,8,0,0.71,N/A for summer
NEWX_6,New Cross,A4,A,263,87.3,7.7,2,34,0,0,46,0.417,0.936,N/A for summer
NEAR,Newarthill,S6,S,73,0.3,-2.7,0,5,5,0,13,0,0.183,N/A for summer
NETS,Newton Stewart,S6,S,18,16.1,15.1,0,1,0,0,1,0,0,N/A for summer
NINF_1,Ninfield,B1,B,295,42.8,-10.5,109,293,102,0,38,34.717,7.595,N/A for summer
NHYD_6,North Hyde,A6,A,106,43.0,10.5,2,25,0,0,3,0.07,0.998,N/A for summer
NFLE,Northfleet East,C2,C,282,37.2,-30.5,106,235,0,0,47,34.843,5.019,N/A for summer
NORT_1,Norton,Q4,Q,352,4.1,-52.2,108,228,45,1,120,34.554,8.101,N/A for summer
NORL_3,Norton Lees,P3,P,30,-1.8,-4.6,0,14,0,0,1,0,0.255,N/A for summer
NORM_1,Norwich Main,J3,J,368,-48.6,-68.3,24,941,103,0,38,2.141,13.379,N/A for summer
NURS_1,Nursling,B2,B,330,20.8,-17.3,135,311,0,9,67,45.599,3.844,N/A for summer
OCKH_1,Ocker Hill,L2,L,62,14.6,-1.1,1,30,0,0,16,0,0.846,N/A for summer
OFFE_3,Offerton,Q4,Q,33,2.5,-1.6,1,18,0,0,5,0,0.488,N/A for summer
OLDB_1,Oldbury,L2,L,66,6.5,-16.3,2,37,0,0,50,0,1.188,N/A for summer
ORMO,Ormonde,R5,R,46,0.0,0.0,0,0,0,0,1,0,0,N/A for summer
ORRI_P,Orrin,T1,T,0,0.4,0.4,0,0,1,0,0,0,0,N/A for summer
OSBA_1,Osbaldwick,P6,P,202,-30.2,-32.3,65,142,5,9,38,20.272,5.159,N/A for summer
PADIB1,Padiham,N5,N,194,-14.9,-14.9,3,75,41,0,27,0,2.634,N/A for summer
PAIS,Paisley,S6,S,32,-5.7,-9.3,0,1,0,0,1,0,0.048,N/A for summer
PART,Partick,S5,S,35,-2.6,-4.3,0,1,0,0,1,0,0.031,N/A for summer
PELH_1,Pelham,D5,D,178,-10.5,-21.6,86,367,1,0,33,28.363,4.101,N/A for summer
PEMB_1,Pembroke,H6,H,191,50.6,7.3,4,473,23,1,18,0,2.782,N/A for summer
PENN_1,Penn,L1,L,253,75.4,21.7,1,11,0,0,69,0,0.582,N/A for summer
PENT_1,Pentir,M6,M,260,12.2,12.2,3,196,68,6,6,0,2.149,N/A for summer
PENE_1,Penwortham East,R4,R,322,-9.2,-11.2,156,93,46,0,208,53.065,3.529,N/A for summer
PENW_1,Penwortham West,R4,R,147,-19.5,-19.6,63,127,13,0,122,20.653,3.12,N/A for summer
PERI_H,Perivale,A7,A,22,1.5,-3.6,0,4,0,0,1,0,0,N/A for summer
PERS_P,Persley,T2,T,26,-1.5,-4.5,0,12,2,0,5,0,0.298,N/A for summer
PEHG_P,Peterhead Grange,T2,T,24,-8.1,-9.5,2,0,0,0,0,0.667,0,N/A for summer
PEHS_P,Peterhead Shell,T2,T,7,1.6,1.4,2,22,17,0,2,0.351,1.139,N/A for summer
PITS_3,Pitsmoor,P3,P,34,7.3,3.7,1,19,0,0,1,0,0.493,N/A for summer
POPP_3,Poppleton,P2,P,39,-1.5,-1.5,1,30,5,0,4,0,0.915,N/A for summer
PORA_P,Port Ann,T3,T,6,43.7,43.0,0,20,23,15,2,0,0.228,N/A for summer
PORD,Port Dundas,S5,S,32,3.1,-0.1,0,13,0,0,5,0,0.202,N/A for summer
POOB,Portobello,S6,S,69,15.6,10.6,1,9,9,0,28,0,0.42,N/A for summer
PYLE_1,Pyle,H1,H,145,31.4,29.5,2,100,73,0,48,0,1.359,N/A for summer
QUOI_P,Quoich,T1,T,0,0.0,0.0,0,2,0,0,0,0,0,N/A for summer
RAIN_1,Rainhill,N1,N,258,-20.9,-70.2,3,53,2,0,72,0,2.397,N/A for summer
RANN_P,Rannoch,T4,T,3,85.5,84.6,0,8,0,20,1,0,0.02,N/A for summer
RASS_1,Rassau,H6,H,143,32.6,1.1,5,312,32,10,132,0,4.155,N/A for summer
RATS_1,Ratcliffe,L7,L,307,-36.6,-65.1,30,237,17,0,112,7.898,5.649,N/A for summer
RAVE,Ravenscraig,S6,S,30,-5.0,-5.7,0,0,0,0,20,0,0,N/A for summer
RAYL_1,Rayleigh,C5,C,299,24.1,-64.7,158,329,91,0,43,52.584,6.286,N/A for summer
REBR_3,Redbridge,A1,A,78,30.0,3.9,1,17,0,0,3,0,0.563,N/A for summer
REDH,Redhouse,S5,S,32,4.0,1.3,0,56,34,0,6,0,0.167,N/A for summer
